year,block,population,lat,long
2011,geoId/371190062042,1216,35.441297,-80.92357
2011,geoId/371190050001,1282,35.249359999999996,-80.8407645
2011,geoId/371190055082,1767,35.347858,-80.8100845
2011,geoId/371190055151,2529,35.3914895,-80.761826
2011,geoId/371190058232,1905,35.0661785,-80.742775
2011,geoId/371190061091,4476,35.3203465,-80.8528545
2011,geoId/371190062111,3458,35.432029,-80.874259
2011,geoId/371190029044,702,35.147405500000005,-80.795113
2011,geoId/371190030081,2043,35.106411,-80.83683049999999
2011,geoId/371190034001,1945,35.1938725,-80.84581349999999
2011,geoId/371190040002,839,35.2278295,-80.890558
2011,geoId/371190057101,1958,35.1852385,-80.70098250000001
2011,geoId/371190058313,240,35.0843305,-80.8491405
2011,geoId/371190019103,1113,35.1945045,-80.7287555
2011,geoId/371190019232,1363,35.2134115,-80.7119285
2011,geoId/371190038071,1433,35.1608775,-80.886743
2011,geoId/371190048001,941,35.266741999999994,-80.847684
2011,geoId/371190057061,1599,35.191581,-80.66873849999999
2011,geoId/371190060073,1984,35.3380125,-80.971406
2011,geoId/371190018021,1185,35.1907315,-80.782804
2011,geoId/371190058152,742,35.092997,-80.78179
2011,geoId/371190058234,2446,35.0804055,-80.718582
2011,geoId/371190058341,2939,35.110063,-80.709455
2011,geoId/371190059161,1139,35.1361495,-80.9196175
2011,geoId/371190038051,1893,35.176925499999996,-80.911256
2011,geoId/371190053053,1881,35.272767,-80.7792305
2011,geoId/371190011001,427,35.215751499999996,-80.8060795
2011,geoId/371190018012,469,35.199847,-80.796749
2011,geoId/371190019154,1561,35.15507,-80.7441915
2011,geoId/371190019191,1684,35.1882765,-80.7547765
2011,geoId/371190020021,2015,35.1742295,-80.7811995
2011,geoId/371190033003,476,35.199169,-80.8617785
2011,geoId/371190055221,1570,35.320766,-80.790897
2011,geoId/371190059122,3208,35.152617,-80.9341365
2011,geoId/371190062132,2336,35.4060475,-80.9087025
2011,geoId/371190054042,2602,35.291516,-80.8070115
2011,geoId/371190059071,2466,35.165675,-80.9849975
2011,geoId/371190001004,200,35.227725,-80.838256
2011,geoId/371190011002,1342,35.211524499999996,-80.80831649999999
2011,geoId/371190014002,1088,35.243452500000004,-80.80286699999999
2011,geoId/371190015072,1496,35.251391999999996,-80.74143649999999
2011,geoId/371190030122,2584,35.098909500000005,-80.85319949999999
2011,geoId/371190031081,1699,35.123615,-80.870822
2011,geoId/371190053051,1291,35.271804,-80.79184649999999
2011,geoId/371190017024,2586,35.206931,-80.75583950000001
2011,geoId/371190053071,2038,35.280535,-80.78061199999999
2011,geoId/371190030152,1972,35.127742500000004,-80.76558299999999
2011,geoId/371190041003,330,35.227622000000004,-80.86999499999999
2011,geoId/371190047001,1931,35.244326,-80.85837400000001
2011,geoId/371190001005,349,35.2224375,-80.845299
2011,geoId/371190019123,1187,35.226547499999995,-80.7308
2011,geoId/371190030131,2805,35.100519000000006,-80.8194105
2011,geoId/371190057062,1309,35.207478,-80.6502665
2011,geoId/371190058251,2676,35.0664739726066,-80.887507052026
2011,geoId/371190058401,2406,35.059544,-80.833237
2011,geoId/371190051002,992,35.2496845,-80.83067
2011,geoId/371190058311,2210,35.079163,-80.8309975
2011,geoId/371190058332,2246,35.1084265,-80.739148
2011,geoId/371190056201,2232,35.2293145,-80.6957005
2011,geoId/371190057171,2176,35.155961500000004,-80.730603
2011,geoId/371190004002,850,35.215295,-80.85172850000001
2011,geoId/371190015042,1612,35.244447,-80.7600015
2011,geoId/371190019182,1030,35.198781999999994,-80.755505
2011,geoId/371190031021,1417,35.152174,-80.855036
2011,geoId/371190038072,3186,35.1433385,-80.8978235
